,Coordinates
7086,"[49.341447, -123.029854]"
7087,"[49.341638, -123.026313]"
7088,"[49.341566, -123.022331]"
7089,"[49.338823, -123.022337]"
7090,"[49.336652, -123.022389]"
7091,"[49.336009, -123.025224]"
7092,"[49.326512, -122.949167]"
7093,"[49.324837, -122.953562]"
7094,"[49.320224, -122.953686]"
7095,"[49.318363, -122.953684]"
7096,"[49.315411, -122.953657]"
7097,"[49.311779, -122.953159]"
7098,"[49.30808, -122.953646]"
7099,"[49.309134, -122.957115]"
7100,"[49.311628, -122.957174]"
7101,"[49.313962, -122.957263]"
7102,"[49.315945, -122.958793]"
7103,"[49.315965, -122.961557]"
7104,"[49.315988, -122.964656]"
7105,"[49.316049, -122.969788]"
7106,"[49.315859, -122.97504]"
7107,"[49.315721, -122.980964]"
7108,"[49.315764, -122.984288]"
7109,"[49.315854, -122.989474]"
7110,"[49.315928, -122.997058]"
7111,"[49.315032, -123.00217]"
7112,"[49.314106, -123.004292]"
7113,"[49.311724, -123.008112]"
7114,"[49.311174, -123.013876]"
7115,"[49.312087, -123.021752]"
7116,"[49.30564, -123.029001]"
7117,"[49.326123, -123.000642]"
7118,"[49.32646, -123.004103]"
7119,"[49.323477, -123.004998]"
7120,"[49.320973, -123.00503]"
7121,"[49.318082, -123.004436]"
7122,"[49.317586, -122.998202]"
7123,"[49.316192, -122.99819]"
7124,"[49.356261, -123.103237]"
7125,"[49.360007, -123.100328]"
7126,"[49.362467, -123.098087]"
7127,"[49.361892, -123.094898]"
7128,"[49.360267, -123.091788]"
7129,"[49.359118, -123.091074]"
7130,"[49.359096, -123.096151]"
7131,"[49.358596, -123.099965]"
7132,"[49.305629, -123.028727]"
7133,"[49.163541, -123.136232]"
7134,"[49.177186, -122.901673]"
7135,"[49.176537, -122.906894]"
7136,"[49.173431, -122.90689]"
7137,"[49.17157, -122.90747]"
7138,"[49.171306, -122.911174]"
7139,"[49.169175, -122.911946]"
7140,"[49.167287, -122.912452]"
7141,"[49.164386, -122.91247]"
7142,"[49.161548, -122.912465]"
7143,"[49.159275, -122.912467]"
7144,"[49.155117, -122.912508]"
7145,"[49.15197, -122.912552]"
7146,"[49.148387, -122.912637]"
7147,"[49.145047, -122.912675]"
7148,"[49.142173, -122.912711]"
7149,"[49.138014, -122.912735]"
7150,"[49.1344, -122.912756]"
7151,"[49.133816, -122.911154]"
7152,"[49.133831, -122.908749]"
7153,"[49.133869, -122.904873]"
7154,"[49.305282, -123.018134]"
7155,"[49.305569, -123.013425]"
7156,"[49.306225, -123.010315]"
7157,"[49.307612, -123.006104]"
7158,"[49.30809, -123.00164]"
7159,"[49.308726, -122.993487]"
7160,"[49.308455, -122.989945]"
7161,"[49.308491, -122.987006]"
7162,"[49.307684, -122.979451]"
7163,"[49.305121, -122.973454]"
7164,"[49.304095, -122.966885]"
7165,"[49.304041, -122.958753]"
7166,"[49.30813, -122.952942]"
7167,"[49.168666, -122.975479]"
7168,"[49.170094, -122.953664]"
7169,"[49.155991, -122.9228]"
7170,"[49.305786, -123.028859]"
7171,"[49.31742, -123.035639]"
7172,"[49.3192, -123.034569]"
7173,"[49.321842, -123.032395]"
7174,"[49.324883, -123.029904]"
7175,"[49.326627, -123.028371]"
7176,"[49.329671, -123.026939]"
7177,"[49.330844, -123.026567]"
7178,"[49.333494, -123.026616]"
7179,"[49.335915, -123.027108]"
7180,"[49.335845, -123.02321]"
7181,"[49.337558, -123.022123]"
7182,"[49.339386, -123.022124]"
7183,"[49.341689, -123.022766]"
7184,"[49.341758, -123.026179]"
7185,"[49.341658, -123.029752]"
7186,"[49.339963, -123.032893]"
7187,"[49.338478, -123.035659]"
7188,"[49.132584, -122.84292]"
7189,"[49.137443, -122.888253]"
7190,"[49.168752, -123.135566]"
7191,"[49.156183, -122.923804]"
7192,"[49.171739, -122.949295]"
7193,"[49.169799, -122.973837]"
7194,"[49.17022, -123.125668]"
7195,"[49.306951, -122.953183]"
7196,"[49.304168, -122.958952]"
7197,"[49.304201, -122.964284]"
7198,"[49.305308, -122.973443]"
7199,"[49.307838, -122.979583]"
7200,"[49.308616, -122.987088]"
7201,"[49.308892, -122.994721]"
7202,"[49.308157, -123.002585]"
7203,"[49.30778, -123.006336]"
7204,"[49.30609, -123.011439]"
7205,"[49.305538, -123.014896]"
7206,"[49.305474, -123.018269]"
7207,"[49.306495, -123.018117]"
7208,"[49.308308, -123.014646]"
7209,"[49.163147, -122.790062]"
7210,"[49.17692, -122.842794]"
7211,"[49.176912, -122.840741]"
7212,"[49.176891, -122.837183]"
7213,"[49.162696, -122.83411]"
7214,"[49.162736, -122.82817]"
7215,"[49.162768, -122.822967]"
7216,"[49.162748, -122.817417]"
7217,"[49.162731, -122.811775]"
7218,"[49.162741, -122.806422]"
7219,"[49.162747, -122.800824]"
7220,"[49.162729, -122.795783]"
7221,"[49.166878, -122.790027]"
7222,"[49.170597, -122.78996]"
7223,"[49.267955, -122.980574]"
7224,"[49.267951, -122.978182]"
7225,"[49.267952, -122.975135]"
7226,"[49.267961, -122.972383]"
7227,"[49.267937, -122.969603]"
7228,"[49.267931, -122.964191]"
7229,"[49.267927, -122.96095]"
7230,"[49.26793, -122.958575]"
7231,"[49.267923, -122.955923]"
7232,"[49.264307, -122.990696]"
7233,"[49.263204, -122.988338]"
7234,"[49.26126, -122.927931]"
7235,"[49.264572, -122.926319]"
7236,"[49.264327, -122.923887]"
7237,"[49.264631, -122.919929]"
7238,"[49.264008, -122.915242]"
7239,"[49.2636, -122.911151]"
7240,"[49.263789, -122.907247]"
7241,"[49.264891, -122.904956]"
7242,"[49.262961, -122.906491]"
7243,"[49.261855, -122.91031]"
7244,"[49.259979, -122.91605]"
7245,"[49.270034, -122.941702]"
7246,"[49.264465, -122.937101]"
7247,"[49.177214, -122.789821]"
7248,"[49.18104, -122.789772]"
7249,"[49.173976, -122.7899]"
7250,"[49.268018, -122.953856]"
7251,"[49.26802, -122.956824]"
7252,"[49.268031, -122.959608]"
7253,"[49.268034, -122.962228]"
7254,"[49.268036, -122.965074]"
7255,"[49.26804, -122.966784]"
7256,"[49.268033, -122.970568]"
7257,"[49.268031, -122.973038]"
7258,"[49.267629, -122.975693]"
7259,"[49.26599, -122.976378]"
7260,"[49.264701, -122.977279]"
7261,"[49.247483, -122.894857]"
7262,"[49.261735, -122.909426]"
7263,"[49.262756, -122.906673]"
7264,"[49.264954, -122.903245]"
7265,"[49.263832, -122.907395]"
7266,"[49.263719, -122.911286]"
7267,"[49.264041, -122.914674]"
7268,"[49.264801, -122.920408]"
7269,"[49.264478, -122.923525]"
7270,"[49.264678, -122.926726]"
7271,"[49.26117, -122.928104]"
7272,"[49.265059, -122.936966]"
7273,"[49.269991, -122.940939]"
7274,"[49.263533, -122.988729]"
7275,"[49.260978, -122.934473]"
7276,"[49.162902, -122.790903]"
7277,"[49.183966, -122.789939]"
7278,"[49.180372, -122.789991]"
7279,"[49.176515, -122.790109]"
7280,"[49.172902, -122.790133]"
7281,"[49.169636, -122.790193]"
7282,"[49.166273, -122.790215]"
7283,"[49.162909, -122.795379]"
7284,"[49.162918, -122.812845]"
7285,"[49.162933, -122.818301]"
7286,"[49.162939, -122.824908]"
7287,"[49.162921, -122.828208]"
7288,"[49.177074, -122.835258]"
7289,"[49.177074, -122.838063]"
7290,"[49.177088, -122.840446]"
7291,"[49.229295, -123.012103]"
7292,"[49.232807, -123.010561]"
7293,"[49.232172, -123.006293]"
7294,"[49.105265, -122.800853]"
7295,"[49.108775, -122.800863]"
7296,"[49.111796, -122.801709]"
7297,"[49.111815, -122.807384]"
7298,"[49.111845, -122.812964]"
7299,"[49.111881, -122.81832]"
7300,"[49.111913, -122.824111]"
7301,"[49.111388, -122.828904]"
7302,"[49.106135, -122.826666]"
7303,"[49.106828, -122.823251]"
7304,"[49.11234, -122.823271]"
7305,"[49.116245, -122.823181]"
7306,"[49.119844, -122.823154]"
7307,"[49.123116, -122.823213]"
7308,"[49.127371, -122.823201]"
7309,"[49.131222, -122.823209]"
7310,"[49.104445, -122.669281]"
7311,"[49.104436, -122.673708]"
7312,"[49.104453, -122.677116]"
7313,"[49.103677, -122.680075]"
7314,"[49.100228, -122.682839]"
7315,"[49.101285, -122.690136]"
7316,"[49.104575, -122.692342]"
7317,"[49.10424, -122.702163]"
7318,"[49.104208, -122.707055]"
7319,"[49.10421, -122.71326]"
7320,"[49.104206, -122.718783]"
7321,"[49.104231, -122.72436]"
7322,"[49.104239, -122.728124]"
7323,"[49.104688, -122.73018]"
7324,"[49.106384, -122.730181]"
7325,"[49.108019, -122.737733]"
7326,"[49.104239, -122.739585]"
7327,"[49.104426, -122.757626]"
7328,"[49.032156, -122.801051]"
7329,"[49.062184, -122.801011]"
7330,"[49.064178, -122.801053]"
7331,"[49.067757, -122.801009]"
7332,"[49.074116, -122.800969]"
7333,"[49.083706, -122.801038]"
7334,"[49.090169, -122.80105]"
7335,"[49.102204, -122.800887]"
7336,"[49.112198, -122.800807]"
7337,"[49.115528, -122.800863]"
7338,"[49.118315, -122.800802]"
7339,"[49.119538, -122.800812]"
7340,"[49.124033, -122.800828]"
7341,"[49.126598, -122.800855]"
7342,"[49.156095, -122.801294]"
7343,"[49.159541, -122.801339]"
7344,"[49.1632, -122.801328]"
7345,"[49.184285, -122.801518]"
7346,"[49.18428, -122.804248]"
7347,"[49.162517, -122.801645]"
7348,"[49.158779, -122.801593]"
7349,"[49.132977, -122.801259]"
7350,"[49.125876, -122.80122]"
7351,"[49.123026, -122.801199]"
7352,"[49.118442, -122.801178]"
7353,"[49.116333, -122.801182]"
7354,"[49.114079, -122.80117]"
7355,"[49.111268, -122.801165]"
7356,"[49.107963, -122.801175]"
7357,"[49.10358, -122.801222]"
7358,"[49.101358, -122.801231]"
7359,"[49.089425, -122.801222]"
7360,"[49.083702, -122.801246]"
7361,"[49.074274, -122.801288]"
7362,"[49.066926, -122.801322]"
7363,"[49.063356, -122.801332]"
7364,"[49.106538, -122.654955]"
7365,"[49.133308, -122.823442]"
7366,"[49.130624, -122.823422]"
7367,"[49.127257, -122.823409]"
7368,"[49.124838, -122.823411]"
7369,"[49.122403, -122.823422]"
7370,"[49.118506, -122.823407]"
7371,"[49.115415, -122.82343]"
7372,"[49.111368, -122.823478]"
7373,"[49.106697, -122.823515]"
7374,"[49.106326, -122.826966]"
7375,"[49.111602, -122.828776]"
7376,"[49.111771, -122.822579]"
7377,"[49.111758, -122.817289]"
7378,"[49.111724, -122.81174]"
7379,"[49.111688, -122.80605]"
7380,"[49.104301, -122.799876]"
7381,"[49.104151, -122.755791]"
7382,"[49.105445, -122.730386]"
7383,"[49.104048, -122.729694]"
7384,"[49.104022, -122.722935]"
7385,"[49.104054, -122.717863]"
7386,"[49.104031, -122.712195]"
7387,"[49.10405, -122.706512]"
7388,"[49.104051, -122.701101]"
7389,"[49.104403, -122.687502]"
7390,"[49.10436, -122.682581]"
7391,"[49.104307, -122.67564]"
7392,"[49.104293, -122.67281]"
7393,"[49.188312, -123.073223]"
7394,"[49.191179, -123.073247]"
7395,"[49.124224, -123.093388]"
7396,"[49.127978, -123.092015]"
7397,"[49.144674, -123.091727]"
7398,"[49.148005, -123.091798]"
7399,"[49.150925, -123.091718]"
7400,"[49.155774, -123.091624]"
7401,"[49.159629, -123.091611]"
7402,"[49.163175, -123.091543]"
7403,"[49.165048, -123.091591]"
7404,"[49.168493, -123.091571]"
7405,"[49.170379, -123.092784]"
7406,"[49.170255, -123.100476]"
7407,"[49.17027, -123.10724]"
7408,"[49.170283, -123.114692]"
7409,"[49.173768, -123.135837]"
7410,"[49.174734, -123.128561]"
7411,"[49.177228, -123.128139]"
7412,"[49.178346, -123.113921]"
7413,"[49.180077, -123.113902]"
7414,"[49.182081, -123.113897]"
7415,"[49.185334, -123.073196]"
7416,"[49.123877, -123.094049]"
7417,"[49.122715, -123.097002]"
7418,"[49.123595, -123.099709]"
7419,"[49.125481, -123.100514]"
7420,"[49.127969, -123.100477]"
7421,"[49.130733, -123.097226]"
7422,"[49.127975, -123.096036]"
7423,"[49.124885, -123.095729]"
7424,"[49.162458, -123.091812]"
7425,"[49.158254, -123.091831]"
7426,"[49.155001, -123.091893]"
7427,"[49.150533, -123.091937]"
7428,"[49.147453, -123.09199]"
7429,"[49.145015, -123.091938]"
7430,"[49.1301, -123.092267]"
7431,"[49.125901, -123.092276]"
7432,"[49.124338, -123.092914]"
7433,"[49.183994, -123.114095]"
7434,"[49.181515, -123.114146]"
7435,"[49.178581, -123.114132]"
7436,"[49.173937, -123.132976]"
7437,"[49.170028, -123.123924]"
7438,"[49.170026, -123.115322]"
7439,"[49.17001, -123.107024]"
7440,"[49.169996, -123.100519]"
7441,"[49.169786, -123.091854]"
7442,"[49.166038, -123.091786]"
7443,"[49.145698, -123.114278]"
7444,"[49.142794, -123.11425]"
7445,"[49.140389, -123.114235]"
7446,"[49.137163, -123.114318]"
7447,"[49.162612, -123.136019]"
7448,"[49.162611, -123.132938]"
7449,"[49.162607, -123.130256]"
7450,"[49.162613, -123.12724]"
7451,"[49.16277, -123.124864]"
7452,"[49.162791, -123.122208]"
7453,"[49.162778, -123.116571]"
7454,"[49.16248, -123.114165]"
7455,"[49.158486, -123.114201]"
7456,"[49.155182, -123.114226]"
7457,"[49.15141, -123.114265]"
7458,"[49.147722, -123.11432]"
7459,"[49.162885, -123.120402]"
7460,"[49.162895, -123.124331]"
7461,"[49.162864, -123.130791]"
7462,"[49.162857, -123.134391]"
7463,"[49.133854, -123.114191]"
7464,"[49.137912, -123.114108]"
7465,"[49.141039, -123.11404]"
7466,"[49.143424, -123.114065]"
7467,"[49.145224, -123.114086]"
7468,"[49.148279, -123.114084]"
7469,"[49.15201, -123.114049]"
7470,"[49.155951, -123.114013]"
7471,"[49.158674, -123.113997]"
7472,"[49.162897, -123.115496]"
7473,"[49.129863, -123.100486]"
7474,"[49.197848, -123.072408]"
7475,"[49.198228, -123.069328]"
7476,"[49.194096, -123.069304]"
7477,"[49.192078, -123.0699]"
7478,"[49.208084, -122.567965]"
7479,"[49.205302, -122.570453]"
7480,"[49.2042, -122.568458]"
7481,"[49.204056, -122.566052]"
7482,"[49.204717, -122.562229]"
7483,"[49.205774, -122.557638]"
7484,"[49.191289, -122.555713]"
7485,"[49.191251, -122.547081]"
7486,"[49.191259, -122.543078]"
7487,"[49.215425, -122.589701]"
7488,"[49.212844, -122.585415]"
7489,"[49.213021, -122.580485]"
7490,"[49.215188, -122.57916]"
7491,"[49.219925, -122.561339]"
7492,"[49.217376, -122.561355]"
7493,"[49.214596, -122.563468]"
7494,"[49.212572, -122.565458]"
7495,"[49.210989, -122.567925]"
7496,"[49.219947, -122.607103]"
7497,"[49.21875, -122.607135]"
7498,"[49.217633, -122.607159]"
7499,"[49.211268, -122.598914]"
7500,"[49.211509, -122.597535]"
7501,"[49.210511, -122.595127]"
7502,"[49.211983, -122.589345]"
7503,"[49.219508, -122.596542]"
7504,"[49.190814, -122.53984]"
7505,"[49.212009, -122.604104]"
7506,"[49.193459, -122.569856]"
7507,"[49.189477, -122.540495]"
7508,"[49.187524, -122.546254]"
7509,"[49.187531, -122.549415]"
7510,"[49.18755, -122.55278]"
7511,"[49.194412, -122.56688]"
7512,"[49.195563, -122.564288]"
7513,"[49.197693, -122.566122]"
7514,"[49.198831, -122.567843]"
7515,"[49.200266, -122.570968]"
7516,"[49.201242, -122.577748]"
7517,"[49.212108, -122.589054]"
7518,"[49.210611, -122.595121]"
7519,"[49.211944, -122.597568]"
7520,"[49.211047, -122.599215]"
7521,"[49.209629, -122.594869]"
7522,"[49.217493, -122.606901]"
7523,"[49.218793, -122.606906]"
7524,"[49.207912, -122.567798]"
7525,"[49.210397, -122.567851]"
7526,"[49.212244, -122.565639]"
7527,"[49.213433, -122.562841]"
7528,"[49.217622, -122.561195]"
7529,"[49.220005, -122.579336]"
7530,"[49.214729, -122.579328]"
7531,"[49.21313, -122.580605]"
7532,"[49.212774, -122.585763]"
7533,"[49.031636, -122.776137]"
7534,"[49.035476, -122.779111]"
7535,"[49.037781, -122.779113]"
7536,"[49.043519, -122.790761]"
7537,"[49.045693, -122.794792]"
7538,"[49.046287, -122.795939]"
7539,"[49.045179, -122.793333]"
7540,"[49.043129, -122.789784]"
7541,"[49.023772, -122.798562]"
7542,"[49.023833, -122.794407]"
7543,"[49.02376, -122.789034]"
7544,"[49.023761, -122.785756]"
7545,"[49.02375, -122.781645]"
7546,"[49.155655, -122.942714]"
7547,"[49.165314, -122.925932]"
7548,"[49.167215, -122.916687]"
7549,"[49.17015, -122.915228]"
7550,"[49.172796, -122.915846]"
7551,"[49.176523, -122.913662]"
7552,"[49.179013, -122.911066]"
7553,"[49.18249, -122.906627]"
7554,"[49.185785, -122.898705]"
7555,"[49.188663, -122.895558]"
7556,"[49.190547, -122.892576]"
7557,"[49.112781, -123.050374]"
7558,"[49.126294, -123.049421]"
7559,"[49.131473, -123.044442]"
7560,"[49.135007, -123.034994]"
7561,"[49.136127, -123.025206]"
7562,"[49.133355, -123.022877]"
7563,"[49.134483, -123.018209]"
7564,"[49.135146, -123.015502]"
7565,"[49.136316, -123.013345]"
7566,"[49.138609, -123.012384]"
7567,"[49.140995, -123.0074]"
7568,"[49.141917, -123.003957]"
7569,"[49.144803, -123.000208]"
7570,"[49.146106, -122.996574]"
7571,"[49.14963, -122.995391]"
7572,"[49.151143, -122.990073]"
7573,"[49.153542, -122.978422]"
7574,"[49.154062, -122.964483]"
7575,"[49.153279, -122.958845]"
7576,"[49.149525, -122.943237]"
7577,"[49.151847, -122.943288]"
7578,"[49.087611, -123.062001]"
7579,"[49.153411, -122.95912]"
7580,"[49.154631, -122.966812]"
7581,"[49.153734, -122.978036]"
7582,"[49.152948, -122.982055]"
7583,"[49.150706, -122.992073]"
7584,"[49.149005, -122.997147]"
7585,"[49.144725, -123.003994]"
7586,"[49.140404, -123.013255]"
7587,"[49.136711, -123.027228]"
7588,"[49.135297, -123.034841]"
7589,"[49.132157, -123.04324]"
7590,"[49.126562, -123.049725]"
7591,"[49.111419, -123.05221]"
7592,"[49.190713, -122.891384]"
7593,"[49.190228, -122.893989]"
7594,"[49.188432, -122.896174]"
7595,"[49.185607, -122.898715]"
7596,"[49.182283, -122.907299]"
7597,"[49.171959, -122.915915]"
7598,"[49.169877, -122.915393]"
7599,"[49.167126, -122.917053]"
7600,"[49.165068, -122.928027]"
7601,"[49.162669, -122.932046]"
7602,"[49.157579, -122.93976]"
7603,"[49.153632, -122.944337]"
7604,"[49.151127, -122.943552]"
7605,"[49.148669, -122.943495]"
7606,"[49.246142, -122.750353]"
7607,"[49.228186, -122.840174]"
7608,"[49.306138, -123.014171]"
7609,"[49.307552, -123.015949]"
7610,"[49.306082, -123.018714]"
7611,"[49.321417, -122.966753]"
7612,"[49.321443, -122.968697]"
7613,"[49.319432, -122.96914]"
7614,"[49.315189, -122.990208]"
7615,"[49.314816, -122.992427]"
7616,"[49.313339, -122.992442]"
7617,"[49.310719, -122.99518]"
7618,"[49.224405, -122.691016]"
7619,"[49.216687, -122.666229]"
7620,"[49.224311, -122.691095]"
7621,"[49.220612, -122.672576]"
7622,"[49.102886, -122.723724]"
7623,"[49.119726, -122.701633]"
7624,"[49.118016, -122.674614]"
7625,"[49.106067, -122.730864]"
7626,"[49.106322, -122.733595]"
7627,"[49.108947, -122.733607]"
7628,"[49.110713, -122.733614]"
7629,"[49.137178, -123.024728]"
7630,"[49.140656, -123.011901]"
7631,"[49.145422, -123.003068]"
7632,"[49.224398, -122.695719]"
7633,"[49.222368, -122.695449]"
7634,"[49.220372, -122.693836]"
7635,"[49.218975, -122.693046]"
7636,"[49.216944, -122.683861]"
7637,"[49.214957, -122.68389]"
7638,"[49.214371, -122.679849]"
7639,"[49.213689, -122.678318]"
7640,"[49.210174, -122.678399]"
7641,"[49.206701, -122.678411]"
7642,"[49.204363, -122.678365]"
7643,"[49.202813, -122.679862]"
7644,"[49.21106, -122.678215]"
7645,"[49.210658, -122.671642]"
7646,"[49.212939, -122.670651]"
7647,"[49.214735, -122.672857]"
7648,"[49.225691, -122.688711]"
7649,"[49.22739, -122.68883]"
7650,"[49.225549, -122.686322]"
7651,"[49.225554, -122.682031]"
7652,"[49.224982, -122.676922]"
7653,"[49.217996, -122.668642]"
7654,"[49.221055, -122.670767]"
7655,"[49.032348, -122.863485]"
7656,"[49.032425, -122.872969]"
7657,"[49.035098, -122.875499]"
7658,"[49.039589, -122.878291]"
7659,"[49.042388, -122.878309]"
7660,"[49.045467, -122.878325]"
7661,"[49.048065, -122.872644]"
7662,"[49.049341, -122.865091]"
7663,"[49.038462, -122.867001]"
7664,"[49.03847, -122.863676]"
7665,"[49.038461, -122.859432]"
7666,"[49.038458, -122.855244]"
7667,"[49.03845, -122.850457]"
7668,"[49.038412, -122.844911]"
7669,"[49.038443, -122.840107]"
7670,"[49.038399, -122.8338]"
7671,"[49.038388, -122.828877]"
7672,"[49.126646, -122.701633]"
7673,"[49.130061, -122.701575]"
7674,"[49.133542, -122.695491]"
7675,"[49.133016, -122.690955]"
7676,"[49.129682, -122.690987]"
7677,"[49.126318, -122.690377]"
7678,"[49.125636, -122.685414]"
7679,"[49.123365, -122.685416]"
7680,"[49.118659, -122.677123]"
7681,"[49.111824, -122.712514]"
7682,"[49.11534, -122.712489]"
7683,"[49.124045, -122.701454]"
7684,"[49.225053, -122.677101]"
7685,"[49.225648, -122.682619]"
7686,"[49.225644, -122.686546]"
7687,"[49.227799, -122.688454]"
7688,"[49.21694, -122.675165]"
7689,"[49.214673, -122.674125]"
7690,"[49.214134, -122.671672]"
7691,"[49.21199, -122.670818]"
7692,"[49.210752, -122.672335]"
7693,"[49.211464, -122.676862]"
7694,"[49.211843, -122.678194]"
7695,"[49.214474, -122.678638]"
7696,"[49.214448, -122.683394]"
7697,"[49.215469, -122.683748]"
7698,"[49.219079, -122.69135]"
7699,"[49.219307, -122.69349]"
7700,"[49.119498, -122.685263]"
7701,"[49.124011, -122.685224]"
7702,"[49.126433, -122.686138]"
7703,"[49.126705, -122.690739]"
7704,"[49.130327, -122.690724]"
7705,"[49.133736, -122.691418]"
7706,"[49.133647, -122.696881]"
7707,"[49.129555, -122.701763]"
7708,"[49.125409, -122.701802]"
7709,"[49.123019, -122.701881]"
7710,"[49.11801, -122.712661]"
7711,"[49.115861, -122.712713]"
7712,"[49.11088, -122.733805]"
7713,"[49.109059, -122.733788]"
7714,"[49.105915, -122.732833]"
7715,"[49.136152, -123.025021]"
7716,"[49.074727, -122.648439]"
7717,"[49.103151, -122.65668]"
7718,"[49.099993, -122.65683]"
7719,"[49.098029, -122.668863]"
7720,"[49.09309, -122.668735]"
7721,"[49.089154, -122.668671]"
7722,"[49.084345, -122.669009]"
7723,"[49.081864, -122.66918]"
7724,"[49.078018, -122.669485]"
7725,"[49.076361, -122.669598]"
7726,"[49.074633, -122.667761]"
7727,"[49.074626, -122.663581]"
7728,"[49.075071, -122.658418]"
7729,"[49.078226, -122.657741]"
7730,"[49.078241, -122.654422]"
7731,"[49.078234, -122.650158]"
7732,"[49.077743, -122.647403]"
7733,"[49.075367, -122.647557]"
7734,"[49.376056, -123.410028]"
7735,"[49.360896, -123.417851]"
7736,"[49.356003, -123.405308]"
7737,"[49.363175, -123.382442]"
7738,"[49.369639, -123.42306]"
7739,"[49.359024, -123.395208]"
7740,"[49.37227, -123.361651]"
7741,"[49.363339, -123.382444]"
7742,"[49.361076, -123.418531]"
7743,"[49.372415, -123.36176]"
7744,"[49.359169, -123.395345]"
7745,"[49.369631, -123.422802]"
7746,"[49.220402, -122.693665]"
7747,"[49.222496, -122.694363]"
7748,"[49.222501, -122.696219]"
7749,"[49.222731, -122.697676]"
7750,"[49.22429, -122.6973]"
7751,"[49.224298, -122.69453]"
7752,"[49.305869, -123.029008]"
7753,"[49.32154, -122.962341]"
7754,"[49.307472, -123.015516]"
7755,"[49.309262, -122.994019]"
7756,"[49.310739, -122.99496]"
7757,"[49.311288, -122.993698]"
7758,"[49.313461, -122.992357]"
7759,"[49.315084, -122.989243]"
7760,"[49.316552, -122.968826]"
7761,"[49.319201, -122.96881]"
7762,"[49.32131, -122.967913]"
7763,"[49.321276, -122.964881]"
7764,"[49.215284, -122.631857]"
7765,"[49.216762, -122.664944]"
7766,"[49.215068, -122.662616]"
7767,"[49.211514, -122.658191]"
7768,"[49.20962, -122.655615]"
7769,"[49.207372, -122.657293]"
7770,"[49.205109, -122.65821]"
7771,"[49.206658, -122.654108]"
7772,"[49.206102, -122.649328]"
7773,"[49.208971, -122.648012]"
7774,"[49.210559, -122.647973]"
7775,"[49.213561, -122.647913]"
7776,"[49.214297, -122.645469]"
7777,"[49.214485, -122.639142]"
7778,"[49.215044, -122.634562]"
7779,"[49.217962, -122.63181]"
7780,"[49.219437, -122.631799]"
7781,"[49.223206, -122.631765]"
7782,"[49.224906, -122.631757]"
7783,"[49.226296, -122.631401]"
7784,"[49.22641, -122.625139]"
7785,"[49.226767, -122.622535]"
7786,"[49.227784, -122.618553]"
7787,"[49.227752, -122.614875]"
7788,"[49.227709, -122.608435]"
7789,"[49.227693, -122.604069]"
7790,"[49.227258, -122.601426]"
7791,"[49.223908, -122.601462]"
7792,"[49.221507, -122.600944]"
7793,"[49.221082, -122.59788]"
7794,"[49.030428, -122.795609]"
7795,"[49.038501, -122.823795]"
7796,"[49.038518, -122.829762]"
7797,"[49.038534, -122.835104]"
7798,"[49.038541, -122.841028]"
7799,"[49.038544, -122.846062]"
7800,"[49.038557, -122.851531]"
7801,"[49.038556, -122.856287]"
7802,"[49.038564, -122.860278]"
7803,"[49.038566, -122.863813]"
7804,"[49.048163, -122.872951]"
7805,"[49.04724, -122.878486]"
7806,"[49.045527, -122.878496]"
7807,"[49.044056, -122.878493]"
7808,"[49.041349, -122.878512]"
7809,"[49.038863, -122.878485]"
7810,"[49.034897, -122.875484]"
7811,"[49.031259, -122.871273]"
7812,"[49.145473, -122.997456]"
7813,"[49.144149, -123.001722]"
7814,"[49.142298, -123.002932]"
7815,"[49.140849, -123.008307]"
7816,"[49.137833, -123.01354]"
7817,"[49.135579, -123.014249]"
7818,"[49.134834, -123.017267]"
7819,"[49.134247, -123.019693]"
7820,"[49.133696, -123.021965]"
7821,"[49.216218, -122.631989]"
7822,"[49.222928, -122.601266]"
7823,"[49.225496, -122.601234]"
7824,"[49.227791, -122.602244]"
7825,"[49.227818, -122.609157]"
7826,"[49.227856, -122.614438]"
7827,"[49.227892, -122.618986]"
7828,"[49.227508, -122.622719]"
7829,"[49.226474, -122.623375]"
7830,"[49.226455, -122.629108]"
7831,"[49.225728, -122.631874]"
7832,"[49.224048, -122.631889]"
7833,"[49.222732, -122.631908]"
7834,"[49.219456, -122.631931]"
7835,"[49.215171, -122.632456]"
7836,"[49.215144, -122.63641]"
7837,"[49.214589, -122.63989]"
7838,"[49.214388, -122.646083]"
7839,"[49.212763, -122.6481]"
7840,"[49.208407, -122.648191]"
7841,"[49.206224, -122.64941]"
7842,"[49.206624, -122.651574]"
7843,"[49.206795, -122.654093]"
7844,"[49.205082, -122.65786]"
7845,"[49.205825, -122.658797]"
7846,"[49.206515, -122.658932]"
7847,"[49.207566, -122.656636]"
7848,"[49.209878, -122.655667]"
7849,"[49.210888, -122.657354]"
7850,"[49.213596, -122.660142]"
7851,"[49.215178, -122.662579]"
7852,"[49.216887, -122.664762]"
7853,"[49.23321, -122.883023]"
7854,"[49.241462, -122.76024]"
7855,"[49.246538, -122.746554]"
7856,"[49.023963, -122.804311]"
7857,"[49.023973, -122.807022]"
7858,"[49.023978, -122.808888]"
7859,"[49.023985, -122.811771]"
7860,"[49.21945, -122.596908]"
7861,"[49.340108, -123.071012]"
7862,"[49.340097, -123.06805]"
